User,Products,Clicked?
15282,213,0.0
15686,213,0.0
15773,213,0.0
16081,213,1.0
16672,213,0.0
17982,213,0.0
18121,213,0.0
18898,213,0.0
19045,213,0.0
19359,213,0.0
19435,213,1.0
19489,213,0.0
19731,213,0.0
21015,213,0.0
21594,213,0.0
22299,213,0.0
22393,213,0.0
22515,213,0.0
23360,213,1.0
24817,213,0.0
28426,213,0.0
28686,213,0.0
28800,213,0.0
30779,213,1.0
31348,213,0.0
31734,213,0.0
32451,213,0.0
35491,213,0.0
36765,213,0.0
36781,213,0.0
37231,213,0.0
39892,213,1.0
40182,213,0.0
41208,213,0.0
48032,213,0.0
52797,213,0.0
115024,213,0.0
128755,213,0.0
160541,213,0.0
281006,213,0.0
293680,213,0.0
342625,213,0.0
398935,213,0.0
398983,213,0.0
399566,213,0.0
249,279,0.0
362,279,0.0
567,279,0.0
815,279,0.0
919,279,0.0
1128,279,1.0
1465,279,0.0
1927,279,0.0
1955,279,0.0
2010,279,0.0
2280,279,0.0
2892,279,0.0
3580,279,0.0
4420,279,0.0
5083,279,0.0
5147,279,0.0
6690,279,0.0
6704,279,0.0
6810,279,0.0
6994,279,0.0
7021,279,0.0
7965,279,0.0
8566,279,0.0
9108,279,0.0
9469,279,0.0
9673,279,0.0
13405,279,0.0
13886,279,0.0
15282,279,0.0
15686,279,0.0
15773,279,0.0
16081,279,0.0
16672,279,0.0
17982,279,0.0
18121,279,0.0
18898,279,0.0
19045,279,0.0
19359,279,0.0
19435,279,0.0
19489,279,0.0
19731,279,0.0
21015,279,0.0
21594,279,0.0
22299,279,0.0
22393,279,0.0
22515,279,0.0
23360,279,0.0
24817,279,0.0
28426,279,0.0
28686,279,0.0
28800,279,0.0
30779,279,0.0
31348,279,0.0
31734,279,0.0
32451,279,0.0
35491,279,0.0
36765,279,0.0
36781,279,0.0
37231,279,0.0
39892,279,0.0
40182,279,0.0
41208,279,0.0
48032,279,0.0
52797,279,0.0
115024,279,0.0
128755,279,0.0
160541,279,0.0
281006,279,0.0
293680,279,0.0
342625,279,0.0
398935,279,0.0
398983,279,0.0
399566,279,0.0
249,329,0.0
362,329,0.0
567,329,0.0
815,329,0.0
919,329,0.0
1128,329,0.0
1465,329,1.0
1927,329,0.0
1955,329,0.0
2010,329,0.0
2280,329,0.0
2892,329,0.0
3580,329,0.0
4420,329,0.0
5083,329,0.0
5147,329,0.0
6690,329,0.0
6704,329,0.0
6810,329,0.0
6994,329,0.0
7021,329,0.0
7965,329,0.0
8566,329,0.0
9108,329,0.0
9469,329,0.0
9673,329,0.0
13405,329,0.0
13886,329,0.0
15282,329,0.0
15686,329,0.0
15773,329,0.0
16081,329,0.0
16672,329,0.0
17982,329,0.0
18121,329,0.0
18898,329,0.0
19045,329,0.0
19359,329,0.0
19435,329,0.0
19489,329,0.0
19731,329,0.0
21015,329,0.0
21594,329,0.0
22299,329,0.0
22393,329,0.0
22515,329,0.0
23360,329,0.0
24817,329,0.0
28426,329,0.0
28686,329,0.0
28800,329,0.0
30779,329,0.0
31348,329,0.0
31734,329,0.0
32451,329,0.0
35491,329,0.0
36765,329,0.0
36781,329,0.0
37231,329,0.0
39892,329,0.0
40182,329,0.0
41208,329,0.0
48032,329,0.0
52797,329,0.0
115024,329,0.0
128755,329,0.0
160541,329,0.0
281006,329,0.0
293680,329,0.0
342625,329,0.0
398935,329,0.0
398983,329,0.0
399566,329,0.0
249,397,0.0
362,397,0.0
567,397,0.0
815,397,0.0
919,397,1.0
1128,397,0.0
1465,397,0.0
1927,397,0.0
1955,397,0.0
2010,397,0.0
2280,397,0.0
2892,397,0.0
3580,397,0.0
4420,397,0.0
5083,397,0.0
5147,397,0.0
6690,397,0.0
6704,397,0.0
6810,397,0.0
6994,397,0.0
7021,397,0.0
7965,397,0.0
8566,397,0.0
9108,397,0.0
9469,397,0.0
9673,397,0.0
13405,397,0.0
13886,397,0.0
15282,397,0.0
15686,397,0.0
15773,397,0.0
16081,397,0.0
16672,397,0.0
17982,397,0.0
18121,397,0.0
18898,397,0.0
19045,397,0.0
19359,397,0.0
19435,397,0.0
19489,397,0.0
19731,397,0.0
21015,397,0.0
21594,397,0.0
22299,397,0.0
22393,397,0.0
22515,397,0.0
23360,397,0.0
24817,397,0.0
28426,397,0.0
28686,397,0.0
28800,397,0.0
30779,397,0.0
31348,397,0.0
31734,397,0.0
32451,397,0.0
35491,397,0.0
36765,397,0.0
36781,397,0.0
37231,397,0.0
39892,397,0.0
40182,397,0.0
41208,397,0.0
48032,397,0.0
52797,397,0.0
115024,397,0.0
128755,397,0.0
160541,397,0.0
281006,397,0.0
293680,397,0.0
342625,397,0.0
398935,397,0.0
398983,397,0.0
399566,397,0.0
249,508,0.0
362,508,0.0
567,508,0.0
815,508,0.0
919,508,0.0
1128,508,0.0
1465,508,0.0
1927,508,1.0
1955,508,0.0
2010,508,0.0
2280,508,0.0
2892,508,0.0
3580,508,0.0
4420,508,0.0
5083,508,0.0
5147,508,0.0
6690,508,0.0
6704,508,0.0
6810,508,0.0
6994,508,0.0
7021,508,0.0
7965,508,0.0
8566,508,0.0
9108,508,0.0
9469,508,0.0
9673,508,0.0
13405,508,0.0
13886,508,0.0
15282,508,0.0
15686,508,0.0
15773,508,0.0
16081,508,0.0
16672,508,0.0
17982,508,0.0
18121,508,0.0
18898,508,0.0
19045,508,0.0
19359,508,0.0
19435,508,0.0
19489,508,0.0
19731,508,0.0
21015,508,0.0
21594,508,0.0
22299,508,0.0
22393,508,0.0
22515,508,0.0
23360,508,0.0
24817,508,0.0
28426,508,0.0
28686,508,0.0
28800,508,0.0
30779,508,0.0
31348,508,0.0
31734,508,0.0
32451,508,0.0
35491,508,0.0
36765,508,0.0
36781,508,0.0
37231,508,0.0
39892,508,0.0
40182,508,0.0
41208,508,0.0
48032,508,0.0
52797,508,0.0
115024,508,0.0
128755,508,0.0
160541,508,0.0
281006,508,0.0
293680,508,0.0
342625,508,0.0
398935,508,0.0
398983,508,0.0
399566,508,0.0
249,513,0.0
362,513,0.0
567,513,0.0
815,513,0.0
919,513,0.0
1128,513,0.0
1465,513,0.0
1927,513,0.0
1955,513,1.0
2010,513,0.0
2280,513,0.0
2892,513,0.0
3580,513,0.0
4420,513,0.0
5083,513,0.0
5147,513,0.0
6690,513,0.0
6704,513,0.0
6810,513,0.0
6994,513,0.0
7021,513,0.0
7965,513,0.0
8566,513,0.0
9108,513,0.0
9469,513,0.0
9673,513,0.0
13405,513,0.0
13886,513,0.0
15282,513,0.0
15686,513,0.0
15773,513,0.0
16081,513,0.0
16672,513,0.0
17982,513,0.0
18121,513,0.0
18898,513,0.0
19045,513,0.0
19359,513,0.0
19435,513,0.0
19489,513,0.0
19731,513,0.0
21015,513,0.0
21594,513,0.0
22299,513,0.0
22393,513,0.0
22515,513,0.0
23360,513,0.0
24817,513,0.0
28426,513,0.0
28686,513,0.0
28800,513,0.0
30779,513,0.0
31348,513,0.0
31734,513,0.0
32451,513,0.0
35491,513,0.0
36765,513,0.0
36781,513,0.0
37231,513,0.0
39892,513,0.0
40182,513,0.0
41208,513,0.0
48032,513,0.0
52797,513,0.0
115024,513,0.0
128755,513,0.0
160541,513,0.0
281006,513,0.0
293680,513,0.0
342625,513,0.0
398935,513,0.0
398983,513,0.0
399566,513,0.0
249,530,0.0
362,530,0.0
567,530,0.0
815,530,0.0
919,530,0.0
1128,530,0.0
1465,530,0.0
1927,530,0.0
1955,530,0.0
2010,530,1.0
2280,530,0.0
2892,530,0.0
3580,530,0.0
4420,530,0.0
5083,530,0.0
5147,530,0.0
6690,530,0.0
6704,530,0.0
6810,530,0.0
6994,530,0.0
7021,530,0.0
7965,530,0.0
8566,530,0.0
9108,530,0.0
9469,530,0.0
9673,530,0.0
13405,530,0.0
13886,530,0.0
15282,530,0.0
15686,530,0.0
15773,530,0.0
16081,530,0.0
16672,530,0.0
17982,530,0.0
18121,530,0.0
18898,530,0.0
19045,530,0.0
19359,530,0.0
19435,530,0.0
19489,530,0.0
19731,530,0.0
21015,530,0.0
21594,530,0.0
22299,530,0.0
22393,530,0.0
22515,530,0.0
23360,530,0.0
24817,530,0.0
28426,530,0.0
28686,530,0.0
28800,530,0.0
30779,530,0.0
31348,530,0.0
31734,530,0.0
32451,530,0.0
35491,530,0.0
36765,530,0.0
36781,530,0.0
37231,530,0.0
39892,530,0.0
40182,530,0.0
41208,530,0.0
48032,530,0.0
52797,530,0.0
115024,530,0.0
128755,530,0.0
160541,530,0.0
281006,530,0.0
293680,530,0.0
342625,530,0.0
398935,530,0.0
398983,530,0.0
399566,530,0.0
249,553,0.0
362,553,0.0
567,553,0.0
815,553,0.0
919,553,1.0
1128,553,0.0
1465,553,0.0
1927,553,0.0
1955,553,0.0
2010,553,0.0
2280,553,0.0
2892,553,0.0
3580,553,0.0
4420,553,0.0
5083,553,0.0
5147,553,0.0
6690,553,0.0
6704,553,0.0
6810,553,0.0
6994,553,0.0
7021,553,0.0
7965,553,0.0
8566,553,0.0
9108,553,0.0
9469,553,0.0
9673,553,0.0
13405,553,0.0
13886,553,0.0
15282,553,0.0
15686,553,0.0
15773,553,0.0
16081,553,0.0
16672,553,0.0
17982,553,0.0
18121,553,0.0
18898,553,0.0
19045,553,0.0
19359,553,0.0
19435,553,0.0
19489,553,0.0
19731,553,0.0
21015,553,0.0
21594,553,0.0
22299,553,0.0
22393,553,0.0
22515,553,0.0
23360,553,0.0
24817,553,0.0
28426,553,0.0
28686,553,0.0
28800,553,0.0
30779,553,0.0
31348,553,0.0
31734,553,0.0
32451,553,0.0
35491,553,0.0
36765,553,0.0
36781,553,0.0
37231,553,0.0
39892,553,0.0
40182,553,0.0
41208,553,0.0
48032,553,0.0
52797,553,0.0
115024,553,0.0
128755,553,0.0
160541,553,0.0
281006,553,0.0
293680,553,0.0
342625,553,0.0
398935,553,0.0
398983,553,0.0
399566,553,0.0
249,554,0.0
362,554,0.0
567,554,0.0
815,554,0.0
919,554,0.0
1128,554,0.0
1465,554,0.0
1927,554,0.0
1955,554,0.0
2010,554,0.0
2280,554,1.0
2892,554,0.0
3580,554,0.0
4420,554,0.0
5083,554,0.0
5147,554,0.0
6690,554,0.0
6704,554,0.0
6810,554,0.0
6994,554,0.0
7021,554,0.0
7965,554,0.0
8566,554,0.0
9108,554,0.0
9469,554,0.0
9673,554,0.0
13405,554,0.0
13886,554,0.0
15282,554,0.0
15686,554,0.0
15773,554,0.0
16081,554,0.0
16672,554,0.0
17982,554,0.0
18121,554,0.0
18898,554,0.0
19045,554,0.0
19359,554,0.0
19435,554,0.0
19489,554,0.0
19731,554,0.0
21015,554,0.0
21594,554,0.0
22299,554,0.0
22393,554,0.0
22515,554,0.0
23360,554,0.0
24817,554,0.0
28426,554,0.0
28686,554,0.0
28800,554,0.0
30779,554,0.0
31348,554,0.0
31734,554,0.0
32451,554,0.0
35491,554,0.0
36765,554,0.0
36781,554,0.0
37231,554,0.0
39892,554,0.0
40182,554,0.0
41208,554,0.0
48032,554,0.0
52797,554,0.0
115024,554,0.0
128755,554,0.0
160541,554,0.0
281006,554,0.0
293680,554,0.0
342625,554,0.0
398935,554,0.0
398983,554,0.0
399566,554,0.0
249,720,0.0
362,720,0.0
567,720,0.0
815,720,1.0
919,720,0.0
1128,720,0.0
1465,720,0.0
1927,720,0.0
1955,720,0.0
2010,720,0.0
2280,720,0.0
2892,720,0.0
3580,720,0.0
4420,720,0.0
5083,720,0.0
5147,720,0.0
6690,720,0.0
6704,720,0.0
6810,720,0.0
6994,720,0.0
7021,720,0.0
7965,720,0.0
8566,720,0.0
9108,720,0.0
9469,720,0.0
9673,720,0.0
13405,720,0.0
13886,720,0.0
15282,720,0.0
15686,720,0.0
15773,720,0.0
16081,720,0.0
16672,720,0.0
17982,720,0.0
18121,720,0.0
18898,720,0.0
19045,720,0.0
19359,720,0.0
19435,720,0.0
19489,720,0.0
19731,720,0.0
21015,720,0.0
21594,720,0.0
22299,720,0.0
22393,720,0.0
22515,720,0.0
23360,720,0.0
24817,720,0.0
28426,720,0.0
28686,720,0.0
28800,720,0.0
30779,720,0.0
31348,720,0.0
31734,720,0.0
32451,720,0.0
35491,720,0.0
36765,720,0.0
36781,720,0.0
37231,720,0.0
39892,720,0.0
40182,720,0.0
41208,720,0.0
48032,720,0.0
52797,720,0.0
115024,720,0.0
128755,720,0.0
160541,720,0.0
281006,720,0.0
293680,720,0.0
342625,720,0.0
398935,720,0.0
398983,720,0.0
399566,720,0.0
249,734,0.0
362,734,0.0
567,734,0.0
815,734,0.0
919,734,1.0
1128,734,0.0
1465,734,0.0
1927,734,0.0
1955,734,0.0
2010,734,0.0
2280,734,0.0
2892,734,1.0
3580,734,0.0
4420,734,0.0
5083,734,0.0
5147,734,0.0
6690,734,0.0
6704,734,0.0
6810,734,0.0
6994,734,0.0
7021,734,0.0
7965,734,0.0
8566,734,0.0
9108,734,0.0
9469,734,0.0
9673,734,0.0
13405,734,0.0
13886,734,0.0
15282,734,0.0
15686,734,0.0
15773,734,0.0
16081,734,0.0
16672,734,0.0
17982,734,0.0
18121,734,0.0
18898,734,0.0
19045,734,0.0
19359,734,0.0
19435,734,0.0
19489,734,0.0
19731,734,0.0
21015,734,0.0
21594,734,0.0
22299,734,0.0
22393,734,0.0
22515,734,0.0
23360,734,0.0
24817,734,0.0
28426,734,0.0
28686,734,0.0
28800,734,0.0
30779,734,0.0
31348,734,0.0
31734,734,0.0
32451,734,0.0
35491,734,0.0
36765,734,0.0
36781,734,0.0
37231,734,0.0
39892,734,0.0
40182,734,0.0
41208,734,0.0
48032,734,0.0
52797,734,0.0
115024,734,0.0
128755,734,0.0
160541,734,0.0
281006,734,0.0
293680,734,0.0
342625,734,0.0
398935,734,0.0
398983,734,0.0
399566,734,0.0
249,905,0.0
362,905,0.0
567,905,0.0
815,905,0.0
919,905,0.0
1128,905,0.0
1465,905,0.0
1927,905,0.0
1955,905,0.0
2010,905,1.0
2280,905,0.0
2892,905,0.0
3580,905,0.0
4420,905,0.0
5083,905,0.0
5147,905,0.0
6690,905,0.0
6704,905,0.0
6810,905,0.0
6994,905,0.0
7021,905,0.0
7965,905,0.0
8566,905,0.0
9108,905,0.0
9469,905,0.0
9673,905,0.0
13405,905,0.0
13886,905,0.0
15282,905,0.0
15686,905,0.0
15773,905,0.0
16081,905,0.0
16672,905,0.0
17982,905,0.0
18121,905,0.0
18898,905,0.0
19045,905,0.0
19359,905,0.0
19435,905,0.0
19489,905,0.0
19731,905,0.0
21015,905,0.0
21594,905,0.0
22299,905,0.0
22393,905,0.0
22515,905,0.0
23360,905,0.0
24817,905,0.0
28426,905,0.0
28686,905,0.0
28800,905,0.0
30779,905,0.0
31348,905,0.0
31734,905,0.0
32451,905,0.0
35491,905,0.0
36765,905,0.0
36781,905,0.0
37231,905,0.0
39892,905,0.0
40182,905,0.0
41208,905,0.0
48032,905,0.0
52797,905,0.0
115024,905,0.0
128755,905,0.0
160541,905,0.0
281006,905,0.0
293680,905,0.0
342625,905,0.0
398935,905,0.0
398983,905,0.0
399566,905,0.0
249,981,0.0
362,981,0.0
567,981,0.0
815,981,0.0
919,981,0.0
1128,981,0.0
1465,981,0.0
1927,981,0.0
1955,981,0.0
2010,981,0.0
2280,981,0.0
2892,981,0.0
3580,981,1.0
4420,981,0.0
5083,981,0.0
5147,981,0.0
6690,981,0.0
6704,981,0.0
6810,981,0.0
6994,981,0.0
7021,981,0.0
7965,981,0.0
8566,981,0.0
9108,981,0.0
9469,981,0.0
9673,981,0.0
13405,981,0.0
13886,981,0.0
15282,981,0.0
15686,981,0.0
15773,981,0.0
16081,981,0.0
16672,981,0.0
17982,981,0.0
18121,981,0.0
18898,981,0.0
19045,981,0.0
19359,981,0.0
19435,981,0.0
19489,981,0.0
19731,981,0.0
21015,981,0.0
21594,981,0.0
22299,981,0.0
22393,981,0.0
22515,981,0.0
23360,981,0.0
24817,981,0.0
28426,981,0.0
28686,981,0.0
28800,981,0.0
30779,981,0.0
31348,981,0.0
31734,981,0.0
32451,981,0.0
35491,981,0.0
36765,981,0.0
36781,981,0.0
37231,981,0.0
39892,981,0.0
40182,981,0.0
41208,981,0.0
48032,981,0.0
52797,981,0.0
115024,981,0.0
128755,981,0.0
160541,981,0.0
281006,981,0.0
293680,981,0.0
342625,981,0.0
398935,981,0.0
398983,981,0.0
399566,981,0.0
249,1157,0.0
362,1157,0.0
567,1157,0.0
815,1157,0.0
919,1157,0.0
1128,1157,0.0
1465,1157,0.0
1927,1157,0.0
1955,1157,1.0
2010,1157,0.0
2280,1157,0.0
2892,1157,0.0
3580,1157,0.0
4420,1157,0.0
5083,1157,0.0
5147,1157,0.0
6690,1157,0.0
6704,1157,0.0
6810,1157,0.0
6994,1157,0.0
7021,1157,0.0
7965,1157,0.0
8566,1157,0.0
9108,1157,0.0
9469,1157,0.0
9673,1157,0.0
13405,1157,0.0
13886,1157,0.0
15282,1157,0.0
15686,1157,0.0
15773,1157,0.0
16081,1157,0.0
16672,1157,0.0
17982,1157,0.0
18121,1157,0.0
18898,1157,0.0
19045,1157,0.0
19359,1157,0.0
19435,1157,0.0
19489,1157,0.0
19731,1157,0.0
21015,1157,0.0
21594,1157,0.0
22299,1157,0.0
22393,1157,0.0
22515,1157,0.0
23360,1157,0.0
24817,1157,0.0
28426,1157,0.0
28686,1157,0.0
28800,1157,0.0
30779,1157,0.0
31348,1157,0.0
31734,1157,0.0
32451,1157,0.0
35491,1157,0.0
36765,1157,0.0
36781,1157,0.0
37231,1157,0.0
39892,1157,0.0
40182,1157,0.0
41208,1157,0.0
48032,1157,0.0
52797,1157,0.0
115024,1157,0.0
128755,1157,0.0
160541,1157,0.0
281006,1157,0.0
293680,1157,0.0
342625,1157,0.0
398935,1157,0.0
398983,1157,0.0
399566,1157,0.0
249,1321,0.0
362,1321,0.0
567,1321,0.0
815,1321,0.0
919,1321,0.0
1128,1321,0.0
1465,1321,0.0
1927,1321,0.0
1955,1321,0.0
2010,1321,0.0
2280,1321,0.0
2892,1321,0.0
3580,1321,0.0
4420,1321,1.0
5083,1321,0.0
5147,1321,0.0
6690,1321,0.0
6704,1321,0.0
6810,1321,0.0
6994,1321,0.0
7021,1321,0.0
7965,1321,0.0
8566,1321,0.0
9108,1321,0.0
9469,1321,0.0
9673,1321,0.0
13405,1321,0.0
13886,1321,0.0
15282,1321,0.0
15686,1321,0.0
15773,1321,0.0
16081,1321,0.0
16672,1321,0.0
17982,1321,0.0
18121,1321,0.0
18898,1321,0.0
19045,1321,0.0
19359,1321,0.0
19435,1321,0.0
19489,1321,0.0
19731,1321,0.0
21015,1321,0.0
21594,1321,0.0
22299,1321,0.0
22393,1321,0.0
22515,1321,0.0
23360,1321,0.0
24817,1321,0.0
28426,1321,0.0
28686,1321,0.0
28800,1321,0.0
30779,1321,0.0
31348,1321,0.0
31734,1321,0.0
32451,1321,0.0
35491,1321,0.0
36765,1321,0.0
36781,1321,0.0
37231,1321,0.0
39892,1321,0.0
40182,1321,0.0
41208,1321,0.0
48032,1321,0.0
52797,1321,0.0
115024,1321,0.0
128755,1321,0.0
160541,1321,0.0
281006,1321,0.0
293680,1321,0.0
342625,1321,0.0
398935,1321,0.0
398983,1321,0.0
399566,1321,0.0
249,1407,0.0
362,1407,0.0
567,1407,0.0
815,1407,0.0
919,1407,0.0
1128,1407,0.0
1465,1407,0.0
1927,1407,0.0
1955,1407,0.0
2010,1407,1.0
2280,1407,0.0
2892,1407,0.0
3580,1407,0.0
