User,Products,Clicked?
15686,73942,0.0
15773,73942,0.0
16081,73942,1.0
16672,73942,0.0
17982,73942,0.0
18121,73942,0.0
18898,73942,0.0
19045,73942,0.0
19359,73942,0.0
19435,73942,0.0
19489,73942,0.0
19731,73942,0.0
21015,73942,0.0
21594,73942,0.0
22299,73942,0.0
22393,73942,0.0
22515,73942,0.0
23360,73942,0.0
24817,73942,0.0
28426,73942,0.0
28686,73942,0.0
28800,73942,0.0
30779,73942,0.0
31348,73942,0.0
31734,73942,0.0
32451,73942,0.0
35491,73942,0.0
36765,73942,0.0
36781,73942,0.0
37231,73942,0.0
39892,73942,0.0
40182,73942,0.0
41208,73942,0.0
48032,73942,0.0
52797,73942,0.0
115024,73942,0.0
128755,73942,0.0
160541,73942,0.0
281006,73942,0.0
293680,73942,0.0
342625,73942,0.0
398935,73942,0.0
398983,73942,0.0
399566,73942,0.0
249,74008,0.0
362,74008,0.0
567,74008,0.0
815,74008,0.0
919,74008,0.0
1128,74008,0.0
1465,74008,0.0
1927,74008,0.0
1955,74008,0.0
2010,74008,0.0
2280,74008,0.0
2892,74008,0.0
3580,74008,0.0
4420,74008,0.0
5083,74008,0.0
5147,74008,0.0
6690,74008,0.0
6704,74008,0.0
6810,74008,0.0
6994,74008,0.0
7021,74008,0.0
7965,74008,0.0
8566,74008,0.0
9108,74008,0.0
9469,74008,0.0
9673,74008,0.0
13405,74008,0.0
13886,74008,0.0
15282,74008,0.0
15686,74008,0.0
15773,74008,1.0
16081,74008,0.0
16672,74008,0.0
17982,74008,0.0
18121,74008,0.0
18898,74008,0.0
19045,74008,0.0
19359,74008,0.0
19435,74008,0.0
19489,74008,0.0
19731,74008,0.0
21015,74008,0.0
21594,74008,0.0
22299,74008,0.0
22393,74008,0.0
22515,74008,0.0
23360,74008,0.0
24817,74008,0.0
28426,74008,0.0
28686,74008,0.0
28800,74008,0.0
30779,74008,0.0
31348,74008,0.0
31734,74008,0.0
32451,74008,0.0
35491,74008,0.0
36765,74008,0.0
36781,74008,0.0
37231,74008,0.0
39892,74008,0.0
40182,74008,0.0
41208,74008,0.0
48032,74008,0.0
52797,74008,0.0
115024,74008,0.0
128755,74008,0.0
160541,74008,0.0
281006,74008,0.0
293680,74008,0.0
342625,74008,0.0
398935,74008,0.0
398983,74008,0.0
399566,74008,0.0
249,74033,0.0
362,74033,0.0
567,74033,1.0
815,74033,0.0
919,74033,0.0
1128,74033,0.0
1465,74033,0.0
1927,74033,0.0
1955,74033,0.0
2010,74033,0.0
2280,74033,0.0
2892,74033,0.0
3580,74033,0.0
4420,74033,0.0
5083,74033,0.0
5147,74033,0.0
6690,74033,0.0
6704,74033,0.0
6810,74033,0.0
6994,74033,0.0
7021,74033,0.0
7965,74033,0.0
8566,74033,0.0
9108,74033,0.0
9469,74033,0.0
9673,74033,0.0
13405,74033,0.0
13886,74033,0.0
15282,74033,0.0
15686,74033,0.0
15773,74033,0.0
16081,74033,0.0
16672,74033,0.0
17982,74033,0.0
18121,74033,0.0
18898,74033,0.0
19045,74033,0.0
19359,74033,0.0
19435,74033,0.0
19489,74033,0.0
19731,74033,0.0
21015,74033,0.0
21594,74033,0.0
22299,74033,0.0
22393,74033,0.0
22515,74033,0.0
23360,74033,0.0
24817,74033,0.0
28426,74033,0.0
28686,74033,0.0
28800,74033,0.0
30779,74033,0.0
31348,74033,0.0
31734,74033,0.0
32451,74033,0.0
35491,74033,0.0
36765,74033,0.0
36781,74033,0.0
37231,74033,0.0
39892,74033,0.0
40182,74033,0.0
41208,74033,0.0
48032,74033,0.0
52797,74033,0.0
115024,74033,0.0
128755,74033,0.0
160541,74033,0.0
281006,74033,0.0
293680,74033,0.0
342625,74033,0.0
398935,74033,0.0
398983,74033,0.0
399566,74033,0.0
249,74073,0.0
362,74073,0.0
567,74073,0.0
815,74073,0.0
919,74073,0.0
1128,74073,0.0
1465,74073,0.0
1927,74073,0.0
1955,74073,0.0
2010,74073,0.0
2280,74073,0.0
2892,74073,0.0
3580,74073,0.0
4420,74073,0.0
5083,74073,0.0
5147,74073,0.0
6690,74073,0.0
6704,74073,0.0
6810,74073,0.0
6994,74073,0.0
7021,74073,0.0
7965,74073,0.0
8566,74073,0.0
9108,74073,0.0
9469,74073,0.0
9673,74073,0.0
13405,74073,0.0
13886,74073,0.0
15282,74073,0.0
15686,74073,0.0
15773,74073,0.0
16081,74073,1.0
16672,74073,0.0
17982,74073,0.0
18121,74073,0.0
18898,74073,0.0
19045,74073,0.0
19359,74073,0.0
19435,74073,0.0
19489,74073,0.0
19731,74073,0.0
21015,74073,0.0
21594,74073,0.0
22299,74073,0.0
22393,74073,0.0
22515,74073,0.0
23360,74073,0.0
24817,74073,0.0
28426,74073,0.0
28686,74073,0.0
28800,74073,0.0
30779,74073,0.0
31348,74073,0.0
31734,74073,0.0
32451,74073,0.0
35491,74073,0.0
36765,74073,0.0
36781,74073,0.0
37231,74073,0.0
39892,74073,0.0
40182,74073,0.0
41208,74073,0.0
48032,74073,0.0
52797,74073,0.0
115024,74073,0.0
128755,74073,0.0
160541,74073,0.0
281006,74073,0.0
293680,74073,0.0
342625,74073,0.0
398935,74073,0.0
398983,74073,0.0
399566,74073,0.0
249,74281,0.0
362,74281,0.0
567,74281,0.0
815,74281,0.0
919,74281,0.0
1128,74281,0.0
1465,74281,0.0
1927,74281,0.0
1955,74281,0.0
2010,74281,0.0
2280,74281,0.0
2892,74281,1.0
3580,74281,0.0
4420,74281,0.0
5083,74281,0.0
5147,74281,0.0
6690,74281,0.0
6704,74281,0.0
6810,74281,0.0
6994,74281,0.0
7021,74281,0.0
7965,74281,0.0
8566,74281,0.0
9108,74281,0.0
9469,74281,0.0
9673,74281,0.0
13405,74281,0.0
13886,74281,0.0
15282,74281,0.0
15686,74281,0.0
15773,74281,0.0
16081,74281,0.0
16672,74281,0.0
17982,74281,0.0
18121,74281,0.0
18898,74281,0.0
19045,74281,0.0
19359,74281,0.0
19435,74281,0.0
19489,74281,0.0
19731,74281,0.0
21015,74281,0.0
21594,74281,0.0
22299,74281,0.0
22393,74281,0.0
22515,74281,0.0
23360,74281,0.0
24817,74281,0.0
28426,74281,0.0
28686,74281,0.0
28800,74281,0.0
30779,74281,0.0
31348,74281,0.0
31734,74281,0.0
32451,74281,0.0
35491,74281,0.0
36765,74281,0.0
36781,74281,0.0
37231,74281,0.0
39892,74281,0.0
40182,74281,0.0
41208,74281,0.0
48032,74281,0.0
52797,74281,0.0
115024,74281,0.0
128755,74281,0.0
160541,74281,0.0
281006,74281,0.0
293680,74281,0.0
342625,74281,0.0
398935,74281,0.0
398983,74281,0.0
399566,74281,0.0
249,74306,0.0
362,74306,0.0
567,74306,0.0
815,74306,0.0
919,74306,0.0
1128,74306,0.0
1465,74306,0.0
1927,74306,0.0
1955,74306,0.0
2010,74306,0.0
2280,74306,0.0
2892,74306,0.0
3580,74306,0.0
4420,74306,0.0
5083,74306,0.0
5147,74306,0.0
6690,74306,0.0
6704,74306,0.0
6810,74306,0.0
6994,74306,0.0
7021,74306,0.0
7965,74306,0.0
8566,74306,0.0
9108,74306,0.0
9469,74306,0.0
9673,74306,0.0
13405,74306,0.0
13886,74306,0.0
15282,74306,0.0
15686,74306,0.0
15773,74306,0.0
16081,74306,0.0
16672,74306,0.0
17982,74306,0.0
18121,74306,1.0
18898,74306,0.0
19045,74306,0.0
19359,74306,0.0
19435,74306,0.0
19489,74306,0.0
19731,74306,0.0
21015,74306,0.0
21594,74306,0.0
22299,74306,0.0
22393,74306,0.0
22515,74306,0.0
23360,74306,0.0
24817,74306,0.0
28426,74306,0.0
28686,74306,0.0
28800,74306,0.0
30779,74306,0.0
31348,74306,0.0
31734,74306,0.0
32451,74306,0.0
35491,74306,0.0
36765,74306,0.0
36781,74306,0.0
37231,74306,0.0
39892,74306,0.0
40182,74306,0.0
41208,74306,0.0
48032,74306,0.0
52797,74306,0.0
115024,74306,0.0
128755,74306,0.0
160541,74306,0.0
281006,74306,0.0
293680,74306,0.0
342625,74306,0.0
398935,74306,0.0
398983,74306,0.0
399566,74306,0.0
249,74374,0.0
362,74374,0.0
567,74374,0.0
815,74374,0.0
919,74374,0.0
1128,74374,0.0
1465,74374,0.0
1927,74374,0.0
1955,74374,0.0
2010,74374,0.0
2280,74374,0.0
2892,74374,0.0
3580,74374,1.0
4420,74374,0.0
5083,74374,0.0
5147,74374,0.0
6690,74374,0.0
6704,74374,0.0
6810,74374,0.0
6994,74374,0.0
7021,74374,0.0
7965,74374,0.0
8566,74374,0.0
9108,74374,0.0
9469,74374,0.0
9673,74374,0.0
13405,74374,0.0
13886,74374,0.0
15282,74374,0.0
15686,74374,0.0
15773,74374,0.0
16081,74374,0.0
16672,74374,0.0
17982,74374,0.0
18121,74374,0.0
18898,74374,0.0
19045,74374,0.0
19359,74374,0.0
19435,74374,0.0
19489,74374,0.0
19731,74374,0.0
21015,74374,0.0
21594,74374,0.0
22299,74374,0.0
22393,74374,0.0
22515,74374,0.0
23360,74374,0.0
24817,74374,0.0
28426,74374,0.0
28686,74374,0.0
28800,74374,0.0
30779,74374,0.0
31348,74374,0.0
31734,74374,0.0
32451,74374,0.0
35491,74374,0.0
36765,74374,0.0
36781,74374,0.0
37231,74374,0.0
39892,74374,0.0
40182,74374,0.0
41208,74374,0.0
48032,74374,0.0
52797,74374,0.0
115024,74374,0.0
128755,74374,0.0
160541,74374,0.0
281006,74374,0.0
293680,74374,0.0
342625,74374,0.0
398935,74374,0.0
398983,74374,0.0
399566,74374,0.0
249,74516,0.0
362,74516,0.0
567,74516,1.0
815,74516,0.0
919,74516,0.0
1128,74516,0.0
1465,74516,0.0
1927,74516,0.0
1955,74516,0.0
2010,74516,0.0
2280,74516,0.0
2892,74516,0.0
3580,74516,0.0
4420,74516,0.0
5083,74516,0.0
5147,74516,0.0
6690,74516,0.0
6704,74516,0.0
6810,74516,0.0
6994,74516,0.0
7021,74516,0.0
7965,74516,0.0
8566,74516,0.0
9108,74516,0.0
9469,74516,0.0
9673,74516,0.0
13405,74516,0.0
13886,74516,0.0
15282,74516,0.0
15686,74516,0.0
15773,74516,0.0
16081,74516,0.0
16672,74516,0.0
17982,74516,0.0
18121,74516,0.0
18898,74516,0.0
19045,74516,0.0
19359,74516,0.0
19435,74516,0.0
19489,74516,0.0
19731,74516,0.0
21015,74516,0.0
21594,74516,0.0
22299,74516,0.0
22393,74516,0.0
22515,74516,0.0
23360,74516,0.0
24817,74516,0.0
28426,74516,0.0
28686,74516,0.0
28800,74516,0.0
30779,74516,0.0
31348,74516,0.0
31734,74516,0.0
32451,74516,0.0
35491,74516,0.0
36765,74516,0.0
36781,74516,0.0
37231,74516,0.0
39892,74516,0.0
40182,74516,0.0
41208,74516,0.0
48032,74516,0.0
52797,74516,0.0
115024,74516,0.0
128755,74516,0.0
160541,74516,0.0
281006,74516,0.0
293680,74516,0.0
342625,74516,0.0
398935,74516,0.0
398983,74516,0.0
399566,74516,0.0
249,74519,0.0
362,74519,0.0
567,74519,0.0
815,74519,0.0
919,74519,0.0
1128,74519,0.0
1465,74519,0.0
1927,74519,0.0
1955,74519,0.0
2010,74519,0.0
2280,74519,0.0
2892,74519,0.0
3580,74519,0.0
4420,74519,0.0
5083,74519,0.0
5147,74519,0.0
6690,74519,0.0
6704,74519,0.0
6810,74519,0.0
6994,74519,0.0
7021,74519,0.0
7965,74519,1.0
8566,74519,0.0
9108,74519,0.0
9469,74519,0.0
9673,74519,0.0
13405,74519,0.0
13886,74519,0.0
15282,74519,0.0
15686,74519,0.0
15773,74519,0.0
16081,74519,0.0
16672,74519,0.0
17982,74519,0.0
18121,74519,0.0
18898,74519,0.0
19045,74519,0.0
19359,74519,0.0
19435,74519,0.0
19489,74519,0.0
19731,74519,0.0
21015,74519,0.0
21594,74519,0.0
22299,74519,0.0
22393,74519,0.0
22515,74519,0.0
23360,74519,0.0
24817,74519,0.0
28426,74519,0.0
28686,74519,0.0
28800,74519,0.0
30779,74519,0.0
31348,74519,0.0
31734,74519,0.0
32451,74519,0.0
35491,74519,0.0
36765,74519,0.0
36781,74519,0.0
37231,74519,0.0
39892,74519,0.0
40182,74519,0.0
41208,74519,0.0
48032,74519,0.0
52797,74519,0.0
115024,74519,0.0
128755,74519,0.0
160541,74519,0.0
281006,74519,0.0
293680,74519,0.0
342625,74519,0.0
398935,74519,0.0
398983,74519,0.0
399566,74519,0.0
249,74716,0.0
362,74716,0.0
567,74716,0.0
815,74716,0.0
919,74716,0.0
1128,74716,0.0
1465,74716,0.0
1927,74716,0.0
1955,74716,0.0
2010,74716,0.0
2280,74716,0.0
2892,74716,0.0
3580,74716,0.0
4420,74716,0.0
5083,74716,0.0
5147,74716,0.0
6690,74716,0.0
6704,74716,0.0
6810,74716,0.0
6994,74716,0.0
7021,74716,0.0
7965,74716,0.0
8566,74716,0.0
9108,74716,0.0
9469,74716,0.0
9673,74716,0.0
13405,74716,0.0
13886,74716,0.0
15282,74716,0.0
15686,74716,0.0
15773,74716,0.0
16081,74716,0.0
16672,74716,0.0
17982,74716,0.0
18121,74716,0.0
18898,74716,0.0
19045,74716,0.0
19359,74716,0.0
19435,74716,0.0
19489,74716,0.0
19731,74716,0.0
21015,74716,0.0
21594,74716,0.0
22299,74716,0.0
22393,74716,1.0
22515,74716,0.0
23360,74716,0.0
24817,74716,0.0
28426,74716,0.0
28686,74716,0.0
28800,74716,0.0
30779,74716,0.0
31348,74716,0.0
31734,74716,0.0
32451,74716,0.0
35491,74716,0.0
36765,74716,0.0
36781,74716,0.0
37231,74716,0.0
39892,74716,0.0
40182,74716,0.0
41208,74716,0.0
48032,74716,0.0
52797,74716,0.0
115024,74716,0.0
128755,74716,0.0
160541,74716,0.0
281006,74716,0.0
293680,74716,0.0
342625,74716,0.0
398935,74716,0.0
398983,74716,0.0
399566,74716,0.0
249,74755,0.0
362,74755,0.0
567,74755,0.0
815,74755,0.0
919,74755,0.0
1128,74755,0.0
1465,74755,1.0
1927,74755,0.0
1955,74755,0.0
2010,74755,0.0
2280,74755,0.0
2892,74755,0.0
3580,74755,0.0
4420,74755,0.0
5083,74755,0.0
5147,74755,0.0
6690,74755,0.0
6704,74755,0.0
6810,74755,0.0
6994,74755,0.0
7021,74755,0.0
7965,74755,0.0
8566,74755,0.0
9108,74755,0.0
9469,74755,0.0
9673,74755,0.0
13405,74755,0.0
13886,74755,0.0
15282,74755,0.0
15686,74755,0.0
15773,74755,0.0
16081,74755,0.0
16672,74755,0.0
17982,74755,0.0
18121,74755,0.0
18898,74755,0.0
19045,74755,0.0
19359,74755,0.0
19435,74755,0.0
19489,74755,0.0
19731,74755,0.0
21015,74755,0.0
21594,74755,0.0
22299,74755,0.0
22393,74755,0.0
22515,74755,0.0
23360,74755,0.0
24817,74755,0.0
28426,74755,0.0
28686,74755,0.0
28800,74755,0.0
30779,74755,0.0
31348,74755,0.0
31734,74755,0.0
32451,74755,0.0
35491,74755,0.0
36765,74755,0.0
36781,74755,0.0
37231,74755,0.0
39892,74755,0.0
40182,74755,0.0
41208,74755,0.0
48032,74755,0.0
52797,74755,0.0
115024,74755,0.0
128755,74755,0.0
160541,74755,0.0
281006,74755,0.0
293680,74755,0.0
342625,74755,0.0
398935,74755,0.0
398983,74755,0.0
399566,74755,0.0
249,74824,0.0
362,74824,0.0
567,74824,0.0
815,74824,0.0
919,74824,0.0
1128,74824,0.0
1465,74824,0.0
1927,74824,0.0
1955,74824,1.0
2010,74824,0.0
2280,74824,0.0
2892,74824,0.0
3580,74824,0.0
4420,74824,0.0
5083,74824,0.0
5147,74824,0.0
6690,74824,0.0
6704,74824,0.0
6810,74824,0.0
6994,74824,0.0
7021,74824,0.0
7965,74824,0.0
8566,74824,0.0
9108,74824,0.0
9469,74824,0.0
9673,74824,0.0
13405,74824,0.0
13886,74824,0.0
15282,74824,0.0
15686,74824,0.0
15773,74824,0.0
16081,74824,0.0
16672,74824,0.0
17982,74824,0.0
18121,74824,0.0
18898,74824,0.0
19045,74824,0.0
19359,74824,0.0
19435,74824,0.0
19489,74824,0.0
19731,74824,0.0
21015,74824,0.0
21594,74824,0.0
22299,74824,0.0
22393,74824,0.0
22515,74824,0.0
23360,74824,0.0
24817,74824,0.0
28426,74824,0.0
28686,74824,0.0
28800,74824,0.0
30779,74824,0.0
31348,74824,0.0
31734,74824,0.0
32451,74824,0.0
35491,74824,0.0
36765,74824,0.0
36781,74824,0.0
37231,74824,0.0
39892,74824,0.0
40182,74824,0.0
41208,74824,0.0
48032,74824,0.0
52797,74824,0.0
115024,74824,0.0
128755,74824,0.0
160541,74824,0.0
281006,74824,0.0
293680,74824,0.0
342625,74824,0.0
398935,74824,0.0
398983,74824,0.0
399566,74824,0.0
249,74879,0.0
362,74879,0.0
567,74879,0.0
815,74879,0.0
919,74879,0.0
1128,74879,0.0
1465,74879,0.0
1927,74879,0.0
1955,74879,0.0
2010,74879,0.0
2280,74879,0.0
2892,74879,0.0
3580,74879,0.0
4420,74879,0.0
5083,74879,0.0
5147,74879,0.0
6690,74879,0.0
6704,74879,0.0
6810,74879,0.0
6994,74879,1.0
7021,74879,0.0
7965,74879,0.0
8566,74879,0.0
9108,74879,0.0
9469,74879,0.0
9673,74879,0.0
13405,74879,0.0
13886,74879,0.0
15282,74879,0.0
15686,74879,0.0
15773,74879,0.0
16081,74879,0.0
16672,74879,0.0
17982,74879,0.0
18121,74879,0.0
18898,74879,0.0
19045,74879,0.0
19359,74879,0.0
19435,74879,0.0
19489,74879,0.0
19731,74879,0.0
21015,74879,0.0
21594,74879,0.0
22299,74879,0.0
22393,74879,0.0
22515,74879,0.0
23360,74879,0.0
24817,74879,0.0
28426,74879,0.0
28686,74879,0.0
28800,74879,0.0
30779,74879,0.0
31348,74879,0.0
31734,74879,0.0
32451,74879,0.0
35491,74879,0.0
36765,74879,0.0
36781,74879,0.0
37231,74879,0.0
39892,74879,0.0
40182,74879,0.0
41208,74879,0.0
48032,74879,0.0
52797,74879,0.0
115024,74879,0.0
128755,74879,0.0
160541,74879,0.0
281006,74879,0.0
293680,74879,0.0
342625,74879,0.0
398935,74879,0.0
398983,74879,0.0
399566,74879,0.0
249,74968,0.0
362,74968,0.0
567,74968,0.0
815,74968,0.0
919,74968,0.0
1128,74968,0.0
1465,74968,0.0
1927,74968,0.0
1955,74968,0.0
2010,74968,0.0
2280,74968,0.0
2892,74968,0.0
3580,74968,0.0
4420,74968,0.0
5083,74968,0.0
5147,74968,0.0
6690,74968,0.0
6704,74968,0.0
6810,74968,0.0
6994,74968,0.0
7021,74968,0.0
7965,74968,0.0
8566,74968,0.0
9108,74968,0.0
9469,74968,0.0
9673,74968,0.0
13405,74968,0.0
13886,74968,0.0
15282,74968,0.0
15686,74968,0.0
15773,74968,0.0
16081,74968,0.0
16672,74968,0.0
17982,74968,0.0
18121,74968,0.0
18898,74968,0.0
19045,74968,0.0
19359,74968,0.0
19435,74968,1.0
19489,74968,0.0
19731,74968,0.0
21015,74968,0.0
21594,74968,0.0
22299,74968,0.0
22393,74968,0.0
22515,74968,0.0
23360,74968,0.0
24817,74968,0.0
28426,74968,0.0
28686,74968,0.0
28800,74968,0.0
30779,74968,0.0
31348,74968,0.0
31734,74968,0.0
32451,74968,0.0
35491,74968,0.0
36765,74968,0.0
36781,74968,0.0
37231,74968,0.0
39892,74968,0.0
40182,74968,0.0
41208,74968,0.0
48032,74968,0.0
52797,74968,0.0
115024,74968,0.0
128755,74968,0.0
160541,74968,0.0
281006,74968,0.0
293680,74968,0.0
342625,74968,0.0
398935,74968,0.0
398983,74968,0.0
399566,74968,0.0
249,74989,0.0
362,74989,0.0
567,74989,0.0
815,74989,0.0
919,74989,0.0
1128,74989,0.0
1465,74989,1.0
1927,74989,0.0
1955,74989,0.0
2010,74989,0.0
2280,74989,0.0
2892,74989,0.0
3580,74989,0.0
4420,74989,0.0
5083,74989,0.0
5147,74989,0.0
6690,74989,0.0
6704,74989,0.0
6810,74989,0.0
6994,74989,0.0
7021,74989,0.0
7965,74989,0.0
8566,74989,0.0
9108,74989,0.0
9469,74989,0.0
9673,74989,0.0
13405,74989,0.0
13886,74989,0.0
15282,74989,0.0
15686,74989,0.0
15773,74989,0.0
16081,74989,0.0
16672,74989,0.0
17982,74989,0.0
18121,74989,0.0
18898,74989,0.0
19045,74989,0.0
19359,74989,0.0
19435,74989,0.0
19489,74989,0.0
19731,74989,0.0
21015,74989,0.0
21594,74989,0.0
22299,74989,0.0
22393,74989,0.0
22515,74989,0.0
23360,74989,0.0
24817,74989,0.0
28426,74989,0.0
28686,74989,0.0
28800,74989,0.0
30779,74989,0.0
31348,74989,0.0
31734,74989,0.0
32451,74989,0.0
35491,74989,0.0
36765,74989,0.0
36781,74989,0.0
37231,74989,0.0
39892,74989,0.0
40182,74989,0.0
41208,74989,0.0
48032,74989,0.0
52797,74989,0.0
115024,74989,0.0
128755,74989,0.0
160541,74989,0.0
281006,74989,0.0
293680,74989,0.0
342625,74989,0.0
398935,74989,0.0
398983,74989,0.0
399566,74989,0.0
249,75121,0.0
362,75121,0.0
567,75121,0.0
815,75121,0.0
919,75121,0.0
1128,75121,0.0
1465,75121,0.0
1927,75121,0.0
1955,75121,0.0
2010,75121,0.0
2280,75121,0.0
2892,75121,0.0
3580,75121,0.0
4420,75121,0.0
5083,75121,0.0
5147,75121,0.0
6690,75121,0.0
6704,75121,0.0
6810,75121,0.0
6994,75121,0.0
7021,75121,0.0
7965,75121,0.0
8566,75121,0.0
9108,75121,0.0
9469,75121,0.0
9673,75121,0.0
13405,75121,0.0
13886,75121,0.0
15282,75121,0.0
15686,75121,0.0
15773,75121,0.0
16081,75121,0.0
16672,75121,0.0
17982,75121,0.0
18121,75121,0.0
18898,75121,0.0
19045,75121,0.0
19359,75121,0.0
19435,75121,0.0
19489,75121,0.0
19731,75121,0.0
21015,75121,0.0
21594,75121,0.0
22299,75121,0.0
22393,75121,0.0
22515,75121,0.0
23360,75121,0.0
24817,75121,0.0
28426,75121,0.0
28686,75121,0.0
28800,75121,0.0
30779,75121,0.0
31348,75121,0.0
31734,75121,0.0
32451,75121,0.0
35491,75121,0.0
36765,75121,0.0
36781,75121,0.0
37231,75121,0.0
39892,75121,0.0
40182,75121,0.0
41208,75121,0.0
48032,75121,0.0
52797,75121,1.0
115024,75121,0.0
128755,75121,0.0
160541,75121,0.0
281006,75121,0.0
293680,75121,0.0
342625,75121,0.0
398935,75121,0.0
398983,75121,0.0
399566,75121,0.0
249,75323,0.0
362,75323,0.0
567,75323,0.0
815,75323,0.0
919,75323,0.0
1128,75323,0.0
1465,75323,0.0
1927,75323,0.0
1955,75323,0.0
2010,75323,0.0
2280,75323,0.0
2892,75323,0.0
3580,75323,0.0
4420,75323,0.0
5083,75323,0.0
5147,75323,0.0
6690,75323,0.0
6704,75323,0.0
6810,75323,0.0
6994,75323,0.0
7021,75323,0.0
7965,75323,0.0
8566,75323,0.0
9108,75323,0.0
9469,75323,0.0
9673,75323,0.0
13405,75323,0.0
13886,75323,0.0
15282,75323,0.0
15686,75323,0.0
15773,75323,0.0
16081,75323,0.0
16672,75323,0.0
17982,75323,0.0
18121,75323,0.0
18898,75323,0.0
19045,75323,0.0
19359,75323,0.0
19435,75323,0.0
19489,75323,0.0
19731,75323,0.0
21015,75323,0.0
21594,75323,0.0
22299,75323,0.0
22393,75323,0.0
22515,75323,0.0
23360,75323,0.0
24817,75323,0.0
28426,75323,0.0
28686,75323,0.0
28800,75323,0.0
30779,75323,0.0
31348,75323,1.0
31734,75323,0.0
32451,75323,0.0
35491,75323,0.0
36765,75323,0.0
36781,75323,0.0
37231,75323,0.0
39892,75323,0.0
40182,75323,0.0
41208,75323,0.0
48032,75323,0.0
52797,75323,0.0
115024,75323,0.0
128755,75323,0.0
160541,75323,0.0
281006,75323,0.0
293680,75323,0.0
342625,75323,0.0
398935,75323,0.0
398983,75323,0.0
399566,75323,0.0
249,76228,0.0
362,76228,0.0
567,76228,0.0
815,76228,0.0
919,76228,0.0
1128,76228,0.0
1465,76228,1.0
1927,76228,0.0
1955,76228,0.0
2010,76228,0.0
2280,76228,0.0
2892,76228,0.0
3580,76228,0.0
4420,76228,0.0
5083,76228,0.0
5147,76228,0.0
6690,76228,0.0
6704,76228,0.0
6810,76228,0.0
6994,76228,0.0
7021,76228,0.0
7965,76228,0.0
8566,76228,0.0
9108,76228,0.0
9469,76228,0.0
9673,76228,0.0
13405,76228,0.0
13886,76228,0.0
15282,76228,0.0
15686,76228,0.0
15773,76228,0.0
16081,76228,0.0
16672,76228,0.0
17982,76228,0.0
18121,76228,0.0
18898,76228,0.0
19045,76228,0.0
19359,76228,0.0
19435,76228,0.0
19489,76228,0.0
19731,76228,0.0
21015,76228,0.0
21594,76228,0.0
22299,76228,0.0
22393,76228,0.0
22515,76228,0.0
23360,76228,0.0
24817,76228,0.0
28426,76228,0.0
28686,76228,0.0
28800,76228,0.0
30779,76228,0.0
31348,76228,0.0
31734,76228,0.0
32451,76228,0.0
35491,76228,0.0
36765,76228,0.0
36781,76228,0.0
37231,76228,0.0
39892,76228,0.0
40182,76228,0.0
41208,76228,0.0
48032,76228,0.0
52797,76228,0.0
115024,76228,0.0
128755,76228,0.0
160541,76228,0.0
281006,76228,0.0
293680,76228,0.0
342625,76228,0.0
398935,76228,0.0
398983,76228,0.0
399566,76228,0.0
249,76300,0.0
362,76300,0.0
567,76300,0.0
815,76300,0.0
919,76300,0.0
1128,76300,0.0
1465,76300,0.0
1927,76300,0.0
1955,76300,0.0
2010,76300,0.0
2280,76300,0.0
2892,76300,0.0
3580,76300,0.0
4420,76300,0.0
5083,76300,0.0
5147,76300,0.0
6690,76300,0.0
6704,76300,0.0
6810,76300,0.0
6994,76300,0.0
7021,76300,0.0
7965,76300,0.0
8566,76300,0.0
9108,76300,0.0
9469,76300,0.0
9673,76300,0.0
13405,76300,0.0
13886,76300,0.0
15282,76300,0.0
15686,76300,0.0
15773,76300,0.0
16081,76300,0.0
16672,76300,0.0
17982,76300,0.0
18121,76300,0.0
18898,76300,0.0
19045,76300,0.0
19359,76300,0.0
19435,76300,1.0
19489,76300,0.0
19731,76300,0.0
21015,76300,0.0
21594,76300,0.0
22299,76300,0.0
22393,76300,0.0
22515,76300,0.0
23360,76300,0.0
24817,76300,0.0
28426,76300,0.0
28686,76300,0.0
28800,76300,0.0
30779,76300,0.0
31348,76300,0.0
31734,76300,0.0
32451,76300,0.0
35491,76300,0.0
36765,76300,0.0
36781,76300,0.0
37231,76300,0.0
39892,76300,0.0
40182,76300,0.0
41208,76300,0.0
48032,76300,0.0
52797,76300,0.0
115024,76300,0.0
128755,76300,0.0
160541,76300,0.0
281006,76300,0.0
293680,76300,0.0
342625,76300,0.0
398935,76300,0.0
398983,76300,0.0
399566,76300,0.0
249,76459,0.0
362,76459,0.0
567,76459,0.0
815,76459,0.0
919,76459,0.0
1128,76459,0.0
1465,76459,0.0
1927,76459,0.0
1955,76459,0.0
2010,76459,0.0
2280,76459,0.0
2892,76459,0.0
3580,76459,0.0
4420,76459,0.0
5083,76459,0.0
5147,76459,0.0
6690,76459,0.0
6704,76459,0.0
6810,76459,0.0
6994,76459,0.0
7021,76459,0.0
7965,76459,0.0
8566,76459,0.0
9108,76459,0.0
9469,76459,0.0
9673,76459,0.0
13405,76459,0.0
13886,76459,0.0
15282,76459,0.0
15686,76459,0.0
15773,76459,0.0
16081,76459,1.0
16672,76459,0.0
17982,76459,0.0
18121,76459,0.0
18898,76459,0.0
19045,76459,0.0
19359,76459,0.0
19435,76459,0.0
19489,76459,0.0
19731,76459,0.0
21015,76459,0.0
21594,76459,0.0
22299,76459,0.0
22393,76459,0.0
22515,76459,0.0
23360,76459,0.0
24817,76459,0.0
28426,76459,0.0
28686,76459,0.0
